gene_name	WP3_D12_1	WP3_D12_2	WP3_D16_1	WP3_D16_2	PKD_10_D12_1	PKD_10_D12_2	PKD_10_D16_1	PKD_10_D16_2	PKD_11_D12_1	PKD_11_D12_2	PKD_11_D16_1	PKD_11_D16_2
RPL15P7	15.7998	26.784	2.95421	19.9572	19.7686	2.88463	9.14585	13.1656	1.77044	2.75468	22.9332	15.2072
PEG10	6914.22	6739.11	4472.61	3594.22	11345.5	11559	8660.39	7814.18	14349.5	13677.5	8304.3	7948.01
ENSG00000242282	11.167	22.1948	7.83284	14.7838	9.29512	5.26568	35.4142	12.7617	13.957	2.75468	22.279	19.0319
BMS1P4-AGAP5	73.9558	92.2279	104.313	115.91	142.705	71.009	101.806	123.353	113.646	76.8493	120.488	47.8473
RPS18P5	65.822	92.5625	32.2534	44.5905	69.8355	35.5734	42.7347	41.553	28.327	32.9448	46.7558	56.0391
EIF6	1490.34	1420.4	1752.36	1807.54	1227.79	1483.66	1254.75	1349.51	1477.42	1397.54	1223.6	1299.21
PCDHGC4	28.059	24.2066	11.4483	4.87843	31.0639	15.7557	22.511	6.09505	29.7102	32.6402	32.9824	13.3461
GTF2A1L	0.0999831	8.05621	5.31125	0.000272541	15.6891	0.773223	0.993561	0.00198455	0.885235	14.4406	0.00490109	0.688073
LINC03015	178.966	153.497	155.362	158.707	205.489	191.75	275.191	279.741	192.093	190.073	227.785	250.276
EIF2AK1P1	0.972356	0.000136975	2.46E-10	0.100167	2.88E-24	8.92317	1.04E-05	4.66888	3.67111	5.62E-16	4.90131	3.34119
MRPL20	677.06	709.646	586.137	653.834	549.525	544.882	654.695	600.105	616.113	625.312	615.377	678.317
ARPIN	1426.99	1389.33	1010.34	1118.63	715.466	832.352	1122.81	896.5	968.945	847.725	1001.13	982.068
LINC00960	28.1555	27.5312	33.1992	30.2213	10.2744	2.60294	4.96734	1.84648	10.6226	7.34581	5.96295	11.6951
ENSG00000242539	19.6462	0.284393	0.0649177	0.533378	2.85E-08	0.00601531	0.954291	5.55583	0.0491454	2.01255	0.000682866	18.027
HLA-DMB	236.774	206.887	89.4508	102.637	553.792	665.483	314.929	236.349	409.857	393.919	238.518	199.987
TUBAP13	10.2945	6.67378	15.3008	1.90068	17.4665	6.07352	5.96081	8.30914	6.63929	10.1005	10.7333	4.67805
ENSG00000242588	1660.5	1686.7	1984.88	1918.04	2291.89	2416.05	2684.68	2500.22	2505.45	2397.2	2829.92	3143.78
MBL1P	4.75132	3.33689	1.17698	2.85102	2.05489	5.20587	15.8955	5.53943	4.4261	1.83645	16.6963	1.16951
DECR2	193.973	146.823	107.106	137.799	139.732	157.044	96.3664	90.4773	100.915	133.143	100.178	109.902
RPL17P47	73.6454	44.4919	52.9643	57.9708	66.7838	61.6028	66.5623	60.0104	55.7688	60.6029	52.474	76.0183
GNG10	756.172	837.398	1307.88	1330.16	663.259	604.736	1511.12	1628.75	778.072	695.535	1301.47	1198.94
GSK3B-DT	19.0053	13.3476	12.9468	14.2551	13.3568	25.1617	19.8694	12.0021	28.327	32.1379	21.4666	28.0683
PDE6B-AS1	2.37566	0	14.1238	4.7517	6.16466	7.80881	9.93468	4.61619	5.31132	8.26403	15.5037	5.84756
CNTF	5.5432	10.0107	20.0085	5.79332	17.4665	5.60338	15.8955	24.9274	18.2976	11.0177	9.53221	18.7121
RPL5P12	6.91934	7.92331	0	1.90068	11.9914	5.20587	3.97387	1.84648	4.4261	2.02802	4.26587	1.16951
CCDC169	76.0108	57.3304	57.4552	85.1206	61.6463	60.4167	22.4588	44.9017	43.1276	48.4355	41.7407	65.3768
RTL5	245.484	281.411	338.972	317.414	268.163	356.602	340.759	296.36	378.874	397.593	395.939	375.415
RPSAP26	8.91865	5.16902	2.6524	3.8539	1.81E-33	9.79721	0.910069	8.88514	4.03606	4.15907	7.05948	5.76104
LINC00882	6.33509	2.22459	5.88492	2.85102	0	5.20587	10.9281	2.76971	0	0	7.15554	2.33903
ZNF702P	469.587	509.432	613.21	666.19	351.386	313.22	605.023	556.712	441.724	376.473	478.229	453.771
AP5Z1	323.881	350.373	395.467	354.477	427.416	492.823	357.649	422.843	397.463	456.358	349.429	363.718
SOX2-OT	1.58377	1.1123	0	1.90068	2.05489	0.867645	4.96734	2.76971	8.8522	10.1005	1.19259	1.16951
ZNF709	108.004	70.7874	162.223	71.6478	140.846	162.975	28.8231	137.847	155.841	201.261	134.883	94.11
ENSG00000242861	3.16754	1.1123	9.41587	3.80136	8.21955	11.2794	5.96081	5.53943	4.4261	1.83645	1.19259	4.67805
STRC	1.81576	12.2353	2.21821	4.44468	10.2743	24.4738	17.8824	20.4317	15.934	14.6916	59.8923	73.2487
ERVW-1	11.8783	3.33689	14.1238	13.3048	3.08233	2.60294	12.9151	17.5415	12.3931	8.26403	14.3111	15.2037
ENSG00000242951	11.0724	14.0769	6.59111	4.7517	7.74851	1.82662	3.97387	9.03675	0.983577	3.01703	1.20684	2.33903
ENSG00000243004	31.3718	31.7368	18.3654	21.183	28.8725	18.1004	13.0138	13.927	16.385	11.3269	20.5032	22.3136
PTMAP8	6.39322	12.2353	5.65602	8.74605	1.02744	1.73553	3.1923	0.923527	1.80193	0.918226	1.53808	0
EIF4EBP3	6.36377	16.3718	13.1355	11.8517	6.07E-36	2.42052	4.45025	4.95393	8.26081	14.1021	21.2315	11.0546
ARHGEF26-AS1	30.0917	23.3582	21.1857	32.3116	35.9605	48.5881	15.8955	42.4689	25.6714	23.8739	42.9332	45.611
RPL21P98	7.05138	9.35377	2.13526	0.000787133	8.08466	2.9648	2.75459	9.408	1.05398	8.55128	3.11009	3.00543
ENSG00000243107	1.7997	1.34412	9.25448	4.26661	8.32393	11.7418	8.82915	18.0446	3.91388	6.18632	11.9866	18.8817
MRPL33	535.315	537.239	596.731	688.997	353.621	458.117	467.923	549.656	434.643	572.973	449.607	374.414
ENSG00000243155	6.11574	7.62767	14.5661	14.0851	12.6922	10.3384	20.0918	13.4509	7.91471	10.8142	20.198	16.5449
MICAL3	1396.7	1329.71	1453.06	1272.89	1441.41	1660.48	1278.31	1113.11	1593.63	1504.71	1377.71	1297.15
ENSG00000243176	63.3509	71.187	41.1944	40.8646	53.4271	50.3234	36.7583	38.776	57.5393	47.7477	46.511	54.9671
RPL6P10	83.5262	89.7306	30.222	38.3302	54.4293	34.5456	27.9711	23.3053	18.0652	28.6396	37.69	42.5895
PPAN-P2RY11	82.4282	48.0079	74.6823	32.0073	15.125	54.712	57.6201	81.6282	59.9254	59.6906	67.1006	85.2081
PCDHAC2	83.4715	134.806	28.2972	80.0412	119.819	186.846	109.769	144.569	128.517	133.215	81.4955	136.686
STON1	765.12	654.047	820.484	700.207	729.148	583.865	541.123	474.956	810.717	788.954	595.457	619.767
PRAF2	161.545	169.069	151.831	166.31	166.446	178.735	235.452	195.726	215.108	184.563	146.689	173.088
AGAP13P	101.99	95.6353	103.434	87.2958	128.551	96.8924	124.278	115.099	94.487	106.363	150.849	145.863
STMP1	1142.69	1075.59	1063.99	1105.25	1115.8	1186.94	1294.49	1258.37	1242.85	1220.32	1056.64	1123.9
KCTD7	328.597	398.203	255.225	279.903	265.058	312.323	449	483.726	299.117	333.106	430.471	467.772
EFNA4	229.647	173.518	270.706	290.805	269.19	313.22	208.628	198.496	298.319	309.442	213.473	205.834
TICAM2	47.3231	34.7724	64.2157	0.0102818	17.0431	13.5235	22.5286	35.9671	35.3375	0.00251073	6.11041	15.0766
RPL23AP49	3.16754	10.0107	1.17698	8.55307	8.21955	0	10.9281	0.923238	12.3931	2.75468	9.54072	10.5256
RPL5P30	1.58377	2.26583	11.7698	17.1061	7.00639	6.94116	6.95427	12.0021	8.8522	11.0187	11.9259	17.5427
C4orf48	136.996	125.69	118.875	113.091	132.54	150.97	84.4448	67.3963	149.602	171.708	103.755	74.8488
NAA80	19.7972	35.5935	44.7254	28.5102	24.6586	40.3179	43.7126	35.083	33.6384	30.3015	66.7851	40.9329
RPL13AP22	8.71075	15.2798	12.9468	2.14025	17.4665	5.20587	6.12218	7.10716	2.65566	2.75468	4.77036	9.21132
HNRNPKP4	66.5418	115.73	25.8936	34.2156	70.7269	24.2941	40.7441	31.4004	14.1635	20.2037	39.3609	42.1101
UPK3B	604.208	448.255	1359.42	2142.08	125.348	114.529	629.859	1020.18	102.685	90.9043	670.235	628.027
IL10RB	278.996	243.706	393.495	515.552	391.38	307.42	353.476	448.276	329.849	410.057	399.631	600.08
CFB	101.361	95.6575	338.971	462.815	83.8264	157.044	253.614	116.328	139.865	126.088	329.15	274.835
ZNF487	129.869	121.24	107.105	100.736	104.799	114.529	96.3664	85.8611	107.112	130.388	91.8294	104.087
DNAAF10	333.123	343.495	225.135	314.261	303.106	312.316	258.557	257.769	298.428	346.066	210.709	220.822
NME2	3109.06	3282.22	2988.95	2808.66	2086.38	2206.03	2222.69	2105.22	2126.51	2325.82	2178.18	2019.46
ENSG00000243696	40.6916	55.1535	71.8891	47.7454	55.2974	72.2761	61.0265	27.8086	45.6652	51.6918	49.3978	69.4554
DUBR	136.204	135.7	82.3888	105.488	151.034	177.867	233.465	155.104	145.176	188.236	150.266	119.29
PLA2G4B	46.2232	55.3308	38.2738	17.6088	20.8429	58.731	40.8871	51.1648	43.1356	58.9369	39.818	38.2776
LEFTY1	87.8994	70.0747	10.5921	19.0068	69.8662	42.5146	5.95905	0.923238	115.079	74.3761	28.6088	15.6358
CFAP57	45.9294	65.6255	90.6278	76.9776	104.799	94.5732	99.3468	79.3985	84.0959	50.5024	119.259	87.7135
NPIPB5	889.072	837.709	982.015	1072.16	1092	1085.15	1232.04	1235.34	1142.48	1075.17	1424.01	1589.98
TTC4	531.813	501.809	426.674	443.448	434.992	426.479	358.585	386.969	501.879	477.9	397.735	426.865
EEF1A1P10	13.4621	26.6951	7.0619	5.70204	27.741	6.94116	6.95427	11.0789	0.88522	4.68128	23.4255	10.5256
TMEM35B	242.925	226.095	146.358	171.566	159.816	172.137	208.903	163.045	107.656	117.283	156.959	220.663
ST13P15	11.0694	9.60912	2.35397	6.07099	10.6004	7.80776	8.18629	6.38323	1.42831	0.918226	6.34932	7.62521
JMJD7	199.906	164.946	153.256	167.819	176.866	150.539	102.099	136.101	178.604	178.873	177.672	165.719
APOBEC3D	18.8398	29.0527	28.3038	39.2833	19.5642	9.04382	18.3545	14.9085	14.8575	14.6916	29.95	30.0957
RN7SL832P	9.50263	5.56148	3.53095	4.5658	8.21955	0	4.96734	11.0789	4.4261	5.50935	1.19259	10.5256
RPL12P6	4.35111	13.697	0	6.65238	7.73147	1.73529	0	3.40888	0	5.16502	4.77036	6.37916
ENSG00000243829	12.6702	20.0213	2.35397	0	7.19211	1.73529	6.95427	6.46266	3.54088	4.59113	11.9259	9.3561
WDR86-AS1	6.33509	10.0107	12.9468	7.60273	72.9485	76.3527	22.8498	15.695	57.5393	44.993	28.6222	16.3732
OR2A7	94.6549	85.646	131.822	101.685	89.3808	83.9225	131.138	119.098	84.957	74.3763	99.838	140.341
TUBA4B	4.75132	13.3476	3.53095	9.50341	15.4117	19.9558	7.94774	7.3859	14.1635	1.83645	3.57777	4.69226
TIPARP-AS1	7.12698	6.67378	5.88492	13.3048	4.10977	3.47058	1.98694	6.46266	4.4261	11.0187	7.15554	7.01708
MRPS6	1293.83	1316.74	1053.93	1184.86	1176.42	1094.98	1761.43	3051.76	1281.55	1265.3	1711.63	1464.73
ZNF512	1341.82	1247.99	1078.21	1192.7	1698.5	1605.69	1574.35	1388.54	1579.23	1588.08	1363.71	1396.61
GSTA1	1.58377	1.1123	1.17698	14.2551	0	0	1.98694	0.923238	0	0.918226	0	0
RPL23AP65	12.8327	25.5828	14.3178	22.8082	11.3019	12.147	17.8824	15.695	5.31132	12.7496	11.9259	11.6951
ACY1	348.094	354.377	273.713	279.535	185.498	202.767	199.359	161.886	156.056	192.477	237.522	241.732
NFS1	692.9	727.443	555.536	659.536	540.436	609.088	533.492	555.79	569.899	540.835	463.918	429.211
DDOST	6302.96	6302.25	6047.26	6352.8	7119.75	7867.08	7020.14	5838.55	6049.84	6604.85	6544.14	6663.46
LINC01011	46.8366	24.4704	25.8936	30.4109	38.0154	26.897	65.1053	33.4458	35.5208	30.5526	42.6139	37.5843
TMEM199	464.817	499.421	409.59	382.037	436.664	455.514	429.178	420.992	476.05	498.597	313.651	337.989
ENSG00000244055	29.0045	40.8903	61.0577	68.3799	82.849	47.9835	112.255	91.6358	69.728	67.9873	100.735	157.995
DNAJC25-GNG10	193.208	87.8475	159.132	246.334	214.297	145.004	249.671	290.911	140.703	101.438	279.216	234.112
PDCL3P4	19.7972	44.4919	23.5397	10.4537	30.5385	26.897	36.7583	47.0851	15.0487	24.7921	64.3999	44.4415
ENSG00000244151	1.14437	12.6021	9.64588	0.971283	1.42276	13.1508	8.11281	7.12517	6.50006	8.38343	14.1072	2.41355
FLNB-AS1	22.5199	30.9735	47.3868	26.5835	37.4673	30.8177	31.1732	60.7435	38.0651	39.8499	70.6177	74.5864
P2RY11	68.0808	87.6698	49.9395	61.5968	117.078	77.8955	68.1087	36.2379	51.2696	89.4073	74.2672	92.4782
PBX2P1	13.4854	7.78608	1.17698	5.87562	12.3293	2.60786	6.95427	11.1122	7.08176	3.6729	4.83233	10.5256
TMEM141	458.502	449.368	529.642	506.532	393.079	422.538	545.414	598.257	385.955	341.468	461.519	465.466
ARHGEF35-AS1	245.707	239.055	287.742	268.304	345.42	282.442	423.981	308.891	325.267	332.743	407.255	369.669
TMEM225B	0	0	3.52794	5.27829	2.05489	2.60294	6.95427	8.30914	4.4261	5.65018	14.3111	12.8646
IFITM10	6.95496	0	10.1513	6.48172	7.95907	2.69512	10.1162	27.0534	12.1518	3.16718	2.57413	10.8555
PKD1P1	304.405	213.648	349.225	290.678	498.596	359.781	421.223	368.598	255.455	328.209	392.93	395.946
RPL32P29	21.1594	53.3419	24.3889	52.4014	9.79958	0.184306	25.3985	8.20511	10.5091	17.9966	19.3842	10.0385
DBNDD2	394.598	371.229	451.962	439.548	356.706	452.579	552.954	644.123	351.105	365.879	507.298	551.489
ECEL1P2	0	0	2.35397	3.80136	1.02744	0	24.0158	36.0063	0.88522	0	9.0453	14.504
GATA2-AS1	331.009	362.609	368.396	426.703	391.456	456.381	384.472	539.171	578.934	566.546	505.659	484.178
ENSG00000244313	42.1426	38.6401	22.559	31.6297	40.4132	22.4304	21.0416	26.7519	9.81042	16.6435	36.1143	23.5915
RPL7P23	21.0836	53.2912	11.0816	11.485	27.1466	12.4236	11.9392	23.8586	13.4669	15.2658	20.7672	11.4675
PFN1P8	0.791886	1.1123	11.7698	8.55307	9.24699	0.867645	13.9085	11.0789	1.77044	6.42758	7.15554	17.5427
RPL36AP37	33.4725	62.0292	12.0069	14.3036	31.4439	13.2585	14.1627	21.0181	9.85388	16.5677	28.1442	17.9067
ETV5	332.592	348.149	185.963	99.7858	455.158	468.53	222.537	121.867	404.545	355.353	274.296	306.412
ENSG00000244459	4.75132	3.33689	8.23889	5.70204	2.05489	8.67645	0.993468	3.69295	9.73742	6.42758	5.96295	11.6951
RBM12	3672.94	3806.45	3656.48	3794.63	3422.71	3394.39	3206.75	3369.7	3134.04	3152.71	3113.09	2842.23
UGT1A4	3.04517	8.98265	17.8392	24.7978	1.80834	1.59322	8.4967	3.28744	1.35649	1.56825	5.08936	6.93003
OR2A1-AS1	7.98551	10.9055	3.0682	10.0115	8.30083	6.15403	7.66479	14.5489	4.82714	14.966	6.49006	5.96207
SCARF2	1.82967	7.78608	10.5929	2.85102	27.741	35.5735	29.804	13.8486	30.0975	27.5468	81.0962	69.0012
APOBEC3C	255.779	211.336	288.361	392.49	97.6071	146.632	182.798	228.04	148.717	125.797	202.74	153.206
EOGT-DT	4.75132	11.123	11.377	10.7889	13.9635	8.91018	13.2651	8.30914	13.6983	6.66413	9.54579	14.1667
KRT18P34	14.6215	11.8233	9.41587	5.70204	16.4391	8.67645	7.94774	12.0021	8.8522	18.0771	19.0814	7.01708
LINC01213	30.8836	26.6951	22.3627	21.8578	8.21955	6.94116	14.902	23.0809	22.1305	11.9369	40.5481	23.3903
ODCP	4.75132	3.33689	7.0619	4.7517	6.16466	4.33823	12.9151	14.7718	12.3931	0.918226	3.57777	3.50854
RAD21L1	3.16754	12.2353	1.17698	0	0	3.50711	1.98694	2.76971	2.65566	5.50935	10.7333	1.16951
CCDC13	20.8873	30.8861	26.0463	39.2523	31.7322	53.424	55.869	58.3128	51.5611	27.4775	40.6714	33.3728
MIATNB	58.5023	61.1763	68.1641	69.3749	51.3722	53.6168	55.6342	58.164	75.2072	54.1753	58.4369	78.3573
UBE2V1	3248.96	3011.62	2921.27	3318.26	2936.58	2928.44	2552.48	2725.05	2923.49	3026.92	2531.19	2525.37
PTCHD4	26.1322	44.4919	18.8317	16.1558	93.4974	121.47	78.484	96.9398	50.4575	50.5024	70.3628	29.2378
ENSG00000244701	9.23205	13.3474	8.92129	3.55875	5.22726	19.574	9.90855	12.6472	15.473	11.515	2.53302	5.90968
RPL17P7	74.2933	126.728	24.5855	57.6959	86.1499	43.2443	33.1346	46.2328	25.8982	24.5917	46.294	49.193
C4A	16.141	21.2952	37.4908	20.9742	53.7676	22.7198	42.7848	27.6566	46.1321	32.8946	16.9866	36.9388
ENSG00000244733	10.3226	18.0848	15.906	20.8196	10.0113	10.4998	22.45	10.6073	11.8238	25.4907	13.7345	26.0683
N4BP2L2	1749.28	1824.17	2037.36	1972.91	2194.41	2173.25	2463.69	2507.51	2155.51	2111.74	2931.39	2848.93
GABPB1-AS1	257.217	190.364	272.452	266.942	453.093	407.052	497.852	498.977	429.318	431.267	909.897	891.362
MTCYBP18	6.33509	5.56148	0	6.65238	7.19211	6.94116	6.95427	6.46266	3.54088	2.75468	14.3111	18.7122
LIFR-AS1	10.2668	7.78608	20.0087	14.2551	12.3293	16.4853	48.6799	42.1047	23.9009	26.6285	36.6255	43.272
ENSG00000245025	14.2688	15.502	24.0086	7.44453	23.2031	16.7293	21.1758	24.5463	31.6439	24.3772	18.4015	15.2835
LINC00847	99.4722	103.255	75.1757	137.288	60.6622	48.8394	75.0223	79.0986	63.1258	63.8961	130.554	104.043
A2M-AS1	18.2134	13.3476	13.99	16.1558	23.6312	19.9558	25.8302	18.4648	16.8192	18.3645	14.3111	26.8988
SMARCA5-AS1	133.382	98.3237	130.882	134.779	131.78	166.219	113.35	113.798	180.525	157.552	127.935	117.175
MALINC1	16.6296	24.4705	11.7698	19.9572	26.7135	13.0147	21.8563	22.1607	18.5896	22.0374	28.6222	23.3903
ARAP1-AS2	4.77072	10.0107	10.5929	6.65238	17.5086	14.7683	1.99004	22.2164	13.2783	22.9871	16.779	14.1315
RNF139-DT	9.50263	11.123	18.8317	7.60273	26.7135	16.4853	24.8367	22.1577	11.5079	15.6098	31.0074	35.0854
ENSG00000245156	3.16754	4.44919	10.5929	0	9.24699	0	10.9281	16.6183	4.4261	10.1005	14.3111	17.5427
EEF1A1P4	43.5768	79.215	26.573	33.0071	46.7106	19.7314	20.5306	32.2888	20.3601	22.0374	62.688	38.7539
GALNT7-DT	46.7213	27.8074	24.7167	22.8082	11.3019	38.1764	35.7648	19.388	15.934	24.7921	31.0074	28.0683
USP2-AS1	9.50263	5.56148	10.5929	8.55307	7.19094	3.47058	13.9085	11.0789	7.96597	4.58904	15.5288	7.01575
SAP30L-AS1	12.6702	28.9197	29.4246	10.4537	9.24699	18.2205	4.96734	11.0789	21.2453	12.8552	19.0814	18.7122
ASAH1-AS1	47.4143	31.5627	17.4395	20.8394	21.7995	39.0721	17.3997	23.8381	34.5983	21.567	32.1198	34.5314
CYP2U1-AS1	15.0458	8.96197	9.57222	16.3367	12.3839	6.94116	8.97728	3.70207	6.20843	2.77554	17.8889	19.8817
MRNIP-DT	13.4621	15.5722	10.5929	19.9572	22.6038	9.5441	46.693	26.7739	14.1635	17.4463	34.5851	37.4244
MSANTD2-AS1	74.4373	82.31	80.2983	83.214	105.827	112.794	130.289	90.4773	73.4732	83.5586	118.066	114.612
LINC02709	2.37566	4.44919	3.53095	4.7517	4.10977	1.73529	7.94774	6.46266	0.88522	11.0187	7.15554	9.3561
LINC00461	58.5996	68.9624	55.3182	52.2687	22.6038	19.0882	19.8694	17.5415	59.3097	37.6473	50.0888	29.2378
NEAT1	1758.79	1580.57	3876.96	3675.87	3003.23	2917.01	6425.75	6831	3424.03	3055.88	7750.59	9874.49
RORA-AS1	7.91886	14.4599	1.40897	1.90068	6.16466	5.61561	1.98694	0.923238	7.08176	7.18365	0	0
LNCRNA-IUR	35.6349	35.5935	23.5397	26.6095	31.8507	35.5734	37.7518	37.8528	37.1792	33.0561	15.5037	17.5427
SCAMP1-AS1	167.088	144.599	175.371	133.998	158.226	174.397	194.72	205.882	165.536	161.608	205.125	159.054
FAM111A-DT	179.758	174.63	129.468	142.551	171.583	157.911	157.961	128.33	165.536	164.362	175.311	164.901
BDNF-AS	36.4268	21.1336	43.5484	29.4606	36.988	46.8528	60.6015	30.4668	47.8019	33.0561	50.3799	87.2524
DACT3-AS1	1.60827	0	2.36788	4.76415	2.07187	10.4586	4.02251	7.47872	8.94552	3.67693	2.39861	5.93929
DDX11-AS1	21.6988	17.7968	8.23889	4.7517	15.4117	17.3529	5.96081	7.3859	6.19654	15.6098	11.9259	11.3153
KLRK1-AS1	10.2945	7.8036	14.1238	8.55307	14.3842	12.147	10.9281	4.61619	7.08176	10.1005	10.3431	7.01708
LINC02211	4.41083	10.0248	4.78967	6.5976	2.84564	4.7676	6.10812	3.97273	9.84573	4.65935	19.0172	9.74206
ZNF585B	156.736	149.806	114.708	126.891	89.4962	120.88	112.529	134.755	52.0251	36.5671	24.6075	33.9159
FRG1-DT	22.9647	25.5828	12.9468	11.4041	41.0977	38.1764	31.791	27.6971	20.3601	35.8108	23.8518	24.5598
CRNDE	117.991	132.363	90.6278	88.3817	40.0703	46.8528	46.693	45.2386	78.7845	60.6029	114.489	114.612
DRAIC	2.37566	1.1123	0	1.90068	1.02744	9.5441	8.94121	4.61619	1.77044	4.59113	5.96295	0
ENSG00000245768	3.16754	0	4.71462	0.950341	9.25142	3.47058	9.93901	0	0	0.918226	2.38518	3.50854
CEBPA	477.507	475.603	629.686	774.528	587.698	612.409	437.126	747.824	513.427	578.358	409.681	446.754
RAD51-AS1	55.432	66.7378	76.5039	74.1266	117.129	81.5586	99.3468	97.8632	72.588	89.9861	153.844	166.071
BTG1-DT	12.075	7.62796	11.1158	8.55307	17.1906	26.5751	51.8988	41.7582	22.2852	12.0496	68.5415	57.1763
SNHG6	303.293	235.556	178.902	167.124	221.021	247.279	207.362	159.655	262.828	236.785	230.129	256.974
SLC12A2-DT	328.633	258.053	217.742	272.748	186.995	191.75	234.458	252.044	203.6	159.771	267.14	264.31
RPL30-AS1	27.7135	25.595	40.0991	22.8522	51.4582	29.615	26.0706	39.9579	44.7574	37.2789	40.9282	51.4947
MINDY2-DT	8.71075	8.89838	10.5929	18.0565	14.3842	6.07352	27.8171	12.0021	6.19654	17.4463	15.5037	15.2037
ALDH1L1-AS2	22.9647	20.0213	7.0619	2.85102	10.2744	7.80881	0.993468	6.46266	7.08176	4.59113	0	0
RAB30-DT	170.256	133.476	177.725	218.578	185.967	188.279	211.609	192.033	157.569	144.161	242.096	242.089
NUDT16L2P	0	0	0	11.4041	3.08233	0	0	4.61619	0	2.75468	5.96295	2.33903
MCPH1-DT	108.488	93.433	63.5571	93.1334	116.101	138.823	101.334	76.6288	138.98	99.1684	82.2887	80.6964
ENSG00000246090	57.5819	71.187	28.2476	36.1129	55.482	72.0145	10.9281	24.0042	53.1132	89.0679	25.0444	33.9159
LINC00900	38.0105	27.8074	12.9468	22.8082	9.24699	10.4117	32.7844	12.0021	13.2783	25.7103	16.6963	24.5598
RRS1-DT	19.0053	37.8181	45.9024	26.6095	42.1252	25.1617	49.6734	78.4752	53.1132	30.3014	46.511	32.7464
KCTD21-AS1	40.1093	52.1727	14.1238	14.3954	12.9345	23.9727	24.3664	17.5415	18.5661	25.2858	35.3572	14.0342
ENSG00000246250	14.4262	4.60649	32.9538	9.72858	10.4457	5.60879	18.8759	15.2547	10.6339	21.1192	38.0388	10.6025
UBR5-DT	12.517	24.8555	17.5911	12.4694	28.2952	15.9508	58.4264	36.2594	33.7909	28.0951	45.8691	44.8015
SBF2-AS1	157.702	173.518	138.884	108.339	119.183	103.25	146.306	124.747	116.849	131.526	115.681	132.305
TTBK2-AS1	0.000147458	9.40661	7.32569	1.24262	1.89E-06	0.328847	4.31E-07	7.12E-05	7.34316	0.946045	0.802393	15.7751
ENSG00000246308	6.33509	5.56148	2.35397	9.50341	5.13722	6.94116	6.95427	2.76971	1.77044	12.8552	10.7333	18.7122
EXTL3-AS1	5.5432	1.1123	5.88492	6.65239	15.4117	17.3529	17.8824	16.6183	10.6226	11.0187	15.5037	11.6951
KLC1-AS1	24.5485	21.1336	25.8936	23.7585	65.7564	43.3823	42.7191	26.7739	53.1132	49.5842	39.3555	56.1366
ENSG00000246465	44.9926	33.3689	10.5929	12.2868	24.6586	15.6176	17.8824	7.3859	17.7044	20.201	5.96295	3.50854
ENSG00000246477	7.12698	8.89838	14.1522	2.85628	9.26246	3.47058	16.889	11.0789	18.5896	11.9369	20.3115	16.3732
FZD4-DT	3.95943	3.33689	2.35397	0.950341	5.13722	3.47058	2.9804	7.3859	1.77044	2.75468	14.3111	3.50854
LINC02481	3.16754	8.89838	9.41587	10.4537	4.10977	9.5441	1.98694	10.1556	2.65566	0	0	7.01708
UBE2D3-AS1	9.55754	21.2886	9.44612	21.9954	12.3835	34.9302	22.9534	15.8042	25.7627	27.5868	19.1096	26.9896
TNFRSF10A-DT	45.9294	29.7059	37.6635	36.1105	11.3019	8.67645	6.94792	10.1556	8.25506	16.5281	7.15554	31.5768
ENSG00000246596	16.195	24.7558	12.5871	6.7217	28.4698	28.2599	40.1696	36.4813	17.3232	16.8673	26.4281	35.6327
RASSF8-AS1	90.275	117.903	71.796	65.5735	147.952	137.956	199.687	189.264	130.127	165.281	166.963	169.579
H2AJ	1010.45	1012.19	1062.82	1537.66	927.782	975.233	906.045	1138.36	869.284	874.152	944.531	892.337
RGMB-AS1	8.71075	6.67378	4.89377	5.70204	3.08233	6.94116	12.1601	10.1556	3.54088	10.1005	15.5037	11.6951
DYNC1LI2-DT	19.0053	6.67378	9.41587	9.50341	2.05489	3.47058	5.96081	10.1556	7.96698	5.50935	7.15554	8.18659
ENSG00000246851	5.56023	1.1123	9.41587	5.20275	6.16466	4.33823	11.9216	15.0392	4.4261	0.918226	7.15554	17.853
STARD4-AS1	14.2552	33.3986	49.4333	47.1046	67.843	72.6433	81.2534	62.5832	71.2953	93.9964	92.2972	120.033
DNM1P35	0	4.44919	4.70794	3.80136	2.05489	7.80881	8.94121	8.30914	12.3931	8.26403	11.9259	7.01708
CTTN-DT	8.71865	4.44919	8.25083	4.7517	10.2865	1.73529	16.889	6.46266	6.20096	6.43345	3.58256	7.02617
LINC00920	10.2945	11.123	24.7167	27.5599	14.3842	5.20587	9.93468	1.84648	7.96698	1.83645	11.9259	17.5427
UBAP1L	79.9805	67.8501	72.973	72.2259	139.732	111.926	94.3794	115.405	98.2594	96.4137	122.837	132.155
SOCS2-AS1	9.50263	1.1123	0	1.90068	5.13722	6.94116	0	0	0	0	1.19259	1.16951
PGAM5	1202.88	1390.37	1153.45	1157.52	1136.35	1003.87	740.134	817.99	916.203	948.525	789.495	773.047
BAALC-AS1	68.8941	83.4223	74.15	83.63	98.6346	95.441	106.301	74.7823	92.9481	83.5585	128.8	116.951
SNHG10	95.0263	107.893	134.176	137.799	69.8661	74.6175	88.4186	132.023	106.226	82.6403	128.8	139.172
